"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","species","pcr_samps","sero_samps","filo_samps","hnv_samps","total_samps","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"2385","myotis chiloensis","Myotis chiloensis",FALSE,"175299",FALSE,"","1","myotis chiloensis",0,0,0,0,0,0,"LA","Myotis_chiloensis",NA,NA,NA
"2387","myotis ciliolabrum","Myotis ciliolabrum",FALSE,"586288",FALSE,"","2","myotis ciliolabrum",0,0,0,0,0,0,"NA","Myotis_ciliolabrum",NA,NA,NA
"2388","myotis cobanensis","Myotis cobanensis",FALSE,"3613685",FALSE,"","1","myotis cobanensis",0,0,0,0,0,0,"LA","Myotis_cobanensis",NA,NA,NA
"2389","myotis csorbai","Myotis csorbai",FALSE,"964599",FALSE,"","1","myotis csorbai",0,0,0,0,0,0,"Asia","Myotis_csorbai",NA,NA,NA
"2390","myotis dasycneme","Myotis dasycneme",FALSE,"353897",FALSE,"","1","myotis dasycneme",0,0,0,0,0,0,"Europe","Myotis_dasycneme",NA,NA,NA
"2400","myotis dominicensis","Myotis dominicensis",FALSE,"1022617",FALSE,"","1","myotis dominicensis",0,0,0,0,0,0,"LA","Myotis_dominicensis",NA,NA,NA
"2401","myotis elegans","Myotis elegans",FALSE,"61869",FALSE,"","1","myotis elegans",0,0,0,0,0,0,"LA","Myotis_elegans",NA,NA,NA
"2402","myotis emarginatus","Myotis emarginatus",FALSE,"1080294",FALSE,"","1","myotis emarginatus",0,0,0,0,0,0,"Europe","Myotis_emarginatus",NA,NA,NA
"2406","myotis evotis","Myotis evotis",FALSE,"235790",FALSE,"","1","myotis evotis",0,0,0,0,0,0,"NA","Myotis_evotis",NA,NA,NA
"2414","myotis findleyi","Myotis findleyi",FALSE,"3613674",FALSE,"","1","myotis findleyi",0,0,0,0,0,0,"LA","Myotis_findleyi",NA,NA,NA
"2415","myotis formosus","Myotis formosus",FALSE,"505486",FALSE,"","1","myotis formosus",0,0,0,0,0,0,"Asia","Myotis_formosus",NA,NA,NA
"2423","myotis fortidens","Myotis fortidens",FALSE,"363081",FALSE,"","1","myotis fortidens",0,0,0,0,0,0,"LA","Myotis_fortidens",NA,NA,NA
"2426","myotis frater","Myotis frater",FALSE,"434671",FALSE,"","1","myotis frater",0,0,0,0,0,0,"Asia","Myotis_frater",NA,NA,NA
"2431","myotis gomantongensis","Myotis gomantongensis",FALSE,"76756",FALSE,"","1","myotis gomantongensis",0,0,0,0,0,0,"Asia","Myotis_gomantongensis",NA,NA,NA
"2432","myotis goudoti","Myotis goudoti",FALSE,"31985",FALSE,"","1","myotis goudoti",0,0,0,0,0,0,"Africa","Myotis_goudoti",NA,NA,NA
"2433","myotis grisescens","Myotis grisescens",FALSE,"213632",FALSE,"","1","myotis grisescens",0,0,0,0,0,0,"NA","Myotis_grisescens",NA,NA,NA
"2434","myotis hajastanicus","Myotis hajastanicus",FALSE,"888165",FALSE,"","1","myotis hajastanicus",0,0,0,0,0,0,"Asia","Myotis_hajastanicus",NA,NA,NA
"2435","myotis hasseltii","Myotis hasseltii",FALSE,"353891",FALSE,"","1","myotis hasseltii",0,0,0,0,0,0,"Asia","Myotis_hasseltii",NA,NA,NA
"2440","myotis hermani","Myotis hermani",FALSE,"3613648",FALSE,"","1","myotis hermani",0,0,0,0,0,0,"Asia","Myotis_hermani",NA,NA,NA
"2447","myotis hosonoi","Myotis hosonoi",FALSE,"3613640",FALSE,"","1","myotis hosonoi",0,0,0,0,0,0,"Asia","Myotis_hosonoi",NA,NA,NA
"2448","myotis ikonnikovi","Myotis ikonnikovi",FALSE,"620439",FALSE,"","1","myotis ikonnikovi",0,0,0,0,0,0,"Europe","Myotis_ikonnikovi",NA,NA,NA
"2449","myotis insularum","Myotis insularum",FALSE,"3613641",FALSE,"","1","myotis insularum",0,0,0,0,0,0,"Oceania","Myotis_insularum",NA,NA,NA
"2450","myotis keaysi","Myotis keaysi",FALSE,"353894",FALSE,"","1","myotis keaysi",0,0,0,0,0,0,"LA","Myotis_keaysi",NA,NA,NA
"2453","myotis keenii","Myotis keenii",FALSE,"586294",FALSE,"","1","myotis keenii",0,0,0,0,0,0,"NA","Myotis_keenii",NA,NA,NA
"2454","myotis laniger","Myotis laniger",FALSE,"911474",FALSE,"","1","myotis laniger",0,0,0,0,0,0,"Asia","Myotis_laniger",NA,NA,NA
"2455","myotis leibii","Myotis leibii",FALSE,"217241",FALSE,"","1","myotis leibii",0,0,0,0,0,0,"NA","Myotis_leibii",NA,NA,NA
"2456","myotis levis","Myotis levis",FALSE,"307134",FALSE,"","1","myotis levis",0,0,0,0,0,0,"LA","Myotis_levis",NA,NA,NA
"2459","myotis longipes","Myotis longipes",FALSE,"860274",FALSE,"","1","myotis longipes",0,0,0,0,0,0,"Asia","Myotis_longipes",NA,NA,NA
"2466","myotis macrodactylus","Myotis macrodactylus",FALSE,"434679",FALSE,"","1","myotis macrodactylus",0,0,0,0,0,0,"Asia","Myotis_macrodactylus",NA,NA,NA
"2470","myotis macropus","Myotis macropus",FALSE,"249353",FALSE,"","1","myotis macropus",0,0,0,0,0,0,"Australia","Myotis_macropus",NA,NA,NA
"2474","myotis martiniquensis","Myotis martiniquensis",FALSE,"939105",FALSE,"","1","myotis martiniquensis",0,0,0,0,0,0,"LA","Myotis_martiniquensis",NA,NA,NA
"2477","myotis melanorhinus","Myotis melanorhinus",FALSE,"3613687",FALSE,"","1","myotis melanorhinus",0,0,0,0,0,0,"NA","Myotis_melanorhinus",NA,NA,NA
"2478","myotis moluccarum","Myotis moluccarum",FALSE,"173223",FALSE,"","1","myotis moluccarum",0,0,0,0,0,0,"Asia","Myotis_moluccarum",NA,NA,NA
"2482","myotis montivagus","Myotis montivagus",FALSE,"353888",FALSE,"","1","myotis montivagus",0,0,0,0,0,0,"Asia","Myotis_montivagus",NA,NA,NA
"2487","myotis morrisi","Myotis morrisi",FALSE,"3613643",FALSE,"","1","myotis morrisi",0,0,0,0,0,0,"Africa","Myotis_morrisi",NA,NA,NA
"2497","myotis myotis","Myotis myotis",FALSE,"966432",FALSE,"","1","myotis myotis",0,0,0,0,0,0,"Europe","Myotis_myotis",NA,NA,NA
"2500","myotis mystacinus","Myotis mystacinus",FALSE,"353458",FALSE,"","1","myotis mystacinus",0,0,0,0,0,0,"Europe","Myotis_mystacinus",NA,NA,NA
"2504","myotis nattereri","Myotis nattereri",FALSE,"1008252",FALSE,"","1","myotis nattereri",0,0,0,0,0,0,"Europe","Myotis_nattereri",NA,NA,NA
"2507","myotis nesopolus","Myotis nesopolus",FALSE,"898241",FALSE,"","1","myotis nesopolus",0,0,0,0,0,0,"LA","Myotis_nesopolus",NA,NA,NA
"2510","myotis nigricans","Myotis nigricans",FALSE,"307133",FALSE,"","1","myotis nigricans",0,0,0,0,0,0,"LA","Myotis_nigricans",NA,NA,NA
"2515","myotis nipalensis","Myotis nipalensis",FALSE,"840250",FALSE,"","1","myotis nipalensis",0,0,0,0,0,0,"Asia","Myotis_nipalensis",NA,NA,NA
"2520","myotis oreias","Myotis oreias",FALSE,"3613655",FALSE,"","1","myotis oreias",0,0,0,0,0,0,"Asia","Myotis_oreias",NA,NA,NA
"2521","myotis oxygnathus","Myotis oxygnathus",FALSE,"743482",FALSE,"","1","myotis oxygnathus",0,0,0,0,0,0,"Europe","Myotis_oxygnathus",NA,NA,NA
"2522","myotis oxyotus","Myotis oxyotus",FALSE,"878679",FALSE,"","1","myotis oxyotus",0,0,0,0,0,0,"LA","Myotis_oxyotus",NA,NA,NA
"2525","myotis ozensis","Myotis ozensis",FALSE,"3613658",FALSE,"","1","myotis ozensis",0,0,0,0,0,0,"Asia","Myotis_ozensis",NA,NA,NA
"2526","myotis peninsularis","Myotis peninsularis",FALSE,"3613676",FALSE,"","1","myotis peninsularis",0,0,0,0,0,0,"LA","Myotis_peninsularis",NA,NA,NA
"2527","myotis pequinius","Myotis pequinius",FALSE,"569191",FALSE,"","1","myotis pequinius",0,0,0,0,0,0,"Asia","Myotis_pequinius",NA,NA,NA
"2528","myotis planiceps","Myotis planiceps",FALSE,"3613639",FALSE,"","1","myotis planiceps",0,0,0,0,0,0,"LA","Myotis_planiceps",NA,NA,NA
"2529","myotis pruinosus","Myotis pruinosus",FALSE,"423040",FALSE,"","1","myotis pruinosus",0,0,0,0,0,0,"Asia","Myotis_pruinosus",NA,NA,NA
"2530","myotis punicus","Myotis punicus",FALSE,"1015040",FALSE,"","1","myotis punicus",0,0,0,0,0,0,"Africa","Myotis_punicus",NA,NA,NA
"2532","myotis ridleyi","Myotis ridleyi",FALSE,"363061",FALSE,"","1","myotis ridleyi",0,0,0,0,0,0,"Asia","Myotis_ridleyi",NA,NA,NA
"2533","myotis riparius","Myotis riparius",FALSE,"267991",FALSE,"","1","myotis riparius",0,0,0,0,0,0,"LA","Myotis_riparius",NA,NA,NA
"2534","myotis rosseti","Myotis rosseti",FALSE,"964601",FALSE,"","1","myotis rosseti",0,0,0,0,0,0,"Asia","Myotis_rosseti",NA,NA,NA
"2535","myotis ruber","Myotis ruber",FALSE,"878678",FALSE,"","1","myotis ruber",0,0,0,0,0,0,"LA","Myotis_ruber",NA,NA,NA
"2536","myotis schaubi","Myotis schaubi",FALSE,"878681",FALSE,"","1","myotis schaubi",0,0,0,0,0,0,"Europe","Myotis_schaubi",NA,NA,NA
"2539","myotis scotti","Myotis scotti",FALSE,"476752",FALSE,"","1","myotis scotti",0,0,0,0,0,0,"Africa","Myotis_scotti",NA,NA,NA
"2540","myotis septentrionalis","Myotis septentrionalis",FALSE,"687557",FALSE,"","2","myotis septentrionalis",0,0,0,0,0,0,"NA","Myotis_septentrionalis",NA,NA,NA
"2541","myotis sicarius","Myotis sicarius",FALSE,"476750",FALSE,"","1","myotis sicarius",0,0,0,0,0,0,"Asia","Myotis_sicarius",NA,NA,NA
"2542","myotis siligorensis","Myotis siligorensis",FALSE,"687555",FALSE,"","1","myotis siligorensis",0,0,0,0,0,0,"Asia","Myotis_siligorensis",NA,NA,NA
"2547","myotis simus","Myotis simus",FALSE,"1066079",FALSE,"","1","myotis simus",0,0,0,0,0,0,"LA","Myotis_simus",NA,NA,NA
"2548","myotis sodalis","Myotis sodalis",FALSE,"939110",FALSE,"","1","myotis sodalis",0,0,0,0,0,0,"NA","Myotis_sodalis",NA,NA,NA
"2549","myotis stalkeri","Myotis stalkeri",FALSE,"3613653",FALSE,"","1","myotis stalkeri",0,0,0,0,0,0,"Asia","Myotis_stalkeri",NA,NA,NA
"2550","myotis thysanodes","Myotis thysanodes",FALSE,"307132",FALSE,"","1","myotis thysanodes",0,0,0,0,0,0,"NA","Myotis_thysanodes",NA,NA,NA
"2555","myotis tricolor","Myotis tricolor",FALSE,"450621",FALSE,"","1","myotis tricolor",0,0,0,0,0,0,"Africa","Myotis_tricolor",NA,NA,NA
"2556","myotis velifer","Myotis velifer",FALSE,"238420",FALSE,"","1","myotis velifer",0,0,0,0,0,0,"LA","Myotis_velifer",NA,NA,NA
"2562","myotis vivesi","Myotis vivesi",FALSE,"514767",FALSE,"","1","myotis vivesi",0,0,0,0,0,0,"LA","Myotis_vivesi",NA,NA,NA
"2563","myotis volans","Myotis volans",FALSE,"878680",FALSE,"","1","myotis volans",0,0,0,0,0,0,"LA","Myotis_volans",NA,NA,NA
"2568","myotis welwitschii","Myotis welwitschii",FALSE,"746782",FALSE,"","1","myotis welwitschii",0,0,0,0,0,0,"Africa","Myotis_welwitschii",NA,NA,NA
"2569","myotis yanbarensis","Myotis yanbarensis",FALSE,"434678",FALSE,"","1","myotis yanbarensis",0,0,0,0,0,0,"Asia","Myotis_yanbarensis",NA,NA,NA
"2570","myotis yesoensis","Myotis yesoensis",FALSE,"3613654",FALSE,"","1","myotis yesoensis",0,0,0,0,0,0,"Asia","Myotis_yesoensis",NA,NA,NA
"2571","myotis yumanensis","Myotis yumanensis",FALSE,"878682",FALSE,"","1","myotis yumanensis",0,0,0,0,0,0,"NA","Myotis_yumanensis",NA,NA,NA
"1089","mystacina robusta","Mystacina robusta",FALSE,"3613563",FALSE,"","1","mystacina robusta",0,0,0,0,0,0,"Oceania","Mystacina_robusta",NA,NA,NA
"1090","mystacina tuberculata","Mystacina tuberculata",FALSE,"604409",FALSE,"","1","mystacina tuberculata",0,0,0,0,0,0,"Oceania","Mystacina_tuberculata",NA,NA,NA
"1086","myzopoda aurita","Myzopoda aurita",FALSE,"6794",FALSE,"","1","myzopoda aurita",0,0,0,0,0,0,"Africa","Myzopoda_aurita",NA,NA,NA
"1543","natalus jamaicensis","Natalus jamaicensis",FALSE,"120212",FALSE,"","1","natalus jamaicensis",0,0,0,0,0,0,"LA","Natalus_jamaicensis",NA,NA,NA
"1544","natalus major","Natalus major",FALSE,"120209",FALSE,"","1","natalus major",0,0,0,0,0,0,"LA","Natalus_major",NA,NA,NA
"1545","natalus primus","Natalus primus",FALSE,"3614033",FALSE,"","1","natalus primus",0,0,0,0,0,0,"LA","Natalus_primus",NA,NA,NA
"1546","natalus stramineus","Natalus stramineus",FALSE,"579474",FALSE,"","1","natalus stramineus",0,0,0,0,0,0,"LA","Natalus_stramineus",NA,NA,NA
"1553","natalus tumidirostris","Natalus tumidirostris",FALSE,"190917",FALSE,"","1","natalus tumidirostris",0,0,0,0,0,0,"LA","Natalus_tumidirostris",NA,NA,NA
"1265","neonycteris pusilla","Neonycteris pusilla",FALSE,"3613584",FALSE,"","1","neonycteris pusilla",0,0,0,0,0,0,"LA","Neonycteris_pusilla",NA,NA,NA
"184","neopteryx frosti","Neopteryx frosti",FALSE,"3613536",FALSE,"","1","neopteryx frosti",0,0,0,0,0,0,"Asia","Neopteryx_frosti",NA,NA,NA
"2253","neoromicia brunneus","Neoromicia brunneus",FALSE,"176321",FALSE,"","1","neoromicia brunneus",0,0,0,0,0,0,"Africa","Neoromicia_brunneus",NA,NA,NA
"2254","neoromicia capensis","Neoromicia capensis",FALSE,"781533",FALSE,"","1","neoromicia capensis",0,0,0,0,0,0,"Africa","Neoromicia_capensis",NA,NA,NA
"2262","neoromicia flavescens","Neoromicia flavescens",FALSE,"3613788",FALSE,"","1","neoromicia flavescens",0,0,0,0,0,0,"Africa","Neoromicia_flavescens",NA,NA,NA
"2263","neoromicia guineensis","Neoromicia guineensis",FALSE,"3613785",FALSE,"","1","neoromicia guineensis",0,0,0,0,0,0,"Africa","Neoromicia_guineensis",NA,NA,NA
"2266","neoromicia helios","Neoromicia helios",FALSE,"3613811",FALSE,"","1","neoromicia helios",0,0,0,0,0,0,"Africa","Neoromicia_helios",NA,NA,NA
"2267","neoromicia melckorum","Neoromicia capensis",FALSE,"781533",TRUE,"","1","neoromicia melckorum",0,0,0,0,0,0,"Africa","Neoromicia_capensis",NA,NA,NA
"2268","neoromicia nanus","Neoromicia nanus",FALSE,"286103",FALSE,"","1","neoromicia nanus",0,0,0,0,0,0,"Africa","Neoromicia_nanus",NA,NA,NA
"2275","neoromicia rendalli","Neoromicia rendalli",FALSE,"687562",FALSE,"","1","neoromicia rendalli",0,0,0,0,0,0,"Africa","Neoromicia_rendalli",NA,NA,NA
"2278","neoromicia somalicus","Neoromicia somalicus",FALSE,"826854",FALSE,"","1","neoromicia somalicus",0,0,0,0,0,0,"Africa","Neoromicia_somalicus",NA,NA,NA
"2283","neoromicia tenuipinnis","Neoromicia tenuipinnis",FALSE,"450792",FALSE,"","1","neoromicia tenuipinnis",0,0,0,0,0,0,"Africa","Neoromicia_tenuipinnis",NA,NA,NA
"2286","neoromicia zuluensis","Neoromicia zuluensis",FALSE,"450569",FALSE,"","1","neoromicia zuluensis",0,0,0,0,0,0,"Africa","Neoromicia_zuluensis",NA,NA,NA
"1512","noctilio albiventris","Noctilio albiventris",FALSE,"604407",FALSE,"","1","noctilio albiventris",0,0,0,0,0,0,"LA","Noctilio_albiventris",NA,NA,NA
"1516","noctilio leporinus","Noctilio leporinus",FALSE,"604404",FALSE,"","1","noctilio leporinus",0,0,0,0,0,0,"LA","Noctilio_leporinus",NA,NA,NA
"186","notopteris macdonaldi","Notopteris macdonaldi",FALSE,"687485",FALSE,"","1","notopteris macdonaldi",0,0,0,0,0,0,"Oceania","Notopteris_macdonaldi",NA,NA,NA
"187","notopteris neocaledonica","Notopteris neocaledonica",FALSE,"3613449",FALSE,"","1","notopteris neocaledonica",0,0,0,0,0,0,"Oceania","Notopteris_neocaledonica",NA,NA,NA
"2030","nyctalus aviator","Nyctalus aviator",FALSE,"434673",FALSE,"","1","nyctalus aviator",0,0,0,0,0,0,"Asia","Nyctalus_aviator",NA,NA,NA
"2031","nyctalus azoreum","Nyctalus azoreum",FALSE,"286039",FALSE,"","1","nyctalus azoreum",0,0,0,0,0,0,"Europe","Nyctalus_azoreum",NA,NA,NA
"2032","nyctalus furvus","Nyctalus furvus",FALSE,"3613717",FALSE,"","1","nyctalus furvus",0,0,0,0,0,0,"Asia","Nyctalus_furvus",NA,NA,NA
"2033","nyctalus lasiopterus","Nyctalus lasiopterus",FALSE,"342724",FALSE,"","1","nyctalus lasiopterus",0,0,0,0,0,0,"Europe","Nyctalus_lasiopterus",NA,NA,NA
"2034","nyctalus leisleri","Nyctalus leisleri",FALSE,"342721",FALSE,"","1","nyctalus leisleri",0,0,0,0,0,0,"Europe","Nyctalus_leisleri",NA,NA,NA
"2037","nyctalus montanus","Nyctalus montanus",FALSE,"3613718",FALSE,"","1","nyctalus montanus",0,0,0,0,0,0,"Asia","Nyctalus_montanus",NA,NA,NA
"2038","nyctalus noctula","Nyctalus noctula",FALSE,"261435",FALSE,"","1","nyctalus noctula",0,0,0,0,0,0,"Europe","Nyctalus_noctula",NA,NA,NA
"1050","nycteris arge","Nycteris arge",FALSE,"648835",FALSE,"","1","nycteris arge",0,0,0,0,0,0,"Africa","Nycteris_arge",NA,NA,NA
"1051","nycteris aurita","Nycteris aurita",FALSE,"3614047",FALSE,"","1","nycteris aurita",0,0,0,0,0,0,"Africa","Nycteris_aurita",NA,NA,NA
"1052","nycteris gambiensis","Nycteris gambiensis",FALSE,"3614041",FALSE,"","1","nycteris gambiensis",0,0,0,0,0,0,"Africa","Nycteris_gambiensis",NA,NA,NA
"1053","nycteris grandis","Nycteris grandis",FALSE,"215195",FALSE,"","1","nycteris grandis",0,0,0,0,0,0,"Africa","Nycteris_grandis",NA,NA,NA
"1055","nycteris intermedia","Nycteris intermedia",FALSE,"3614042",FALSE,"","1","nycteris intermedia",0,0,0,0,0,0,"Africa","Nycteris_intermedia",NA,NA,NA
"1056","nycteris javanica","Nycteris javanica",FALSE,"787378",FALSE,"","1","nycteris javanica",0,0,0,0,0,0,"Asia","Nycteris_javanica",NA,NA,NA
"1059","nycteris macrotis","Nycteris macrotis",FALSE,"1073070",FALSE,"","1","nycteris macrotis",0,0,0,0,0,0,"Africa","Nycteris_macrotis",NA,NA,NA
"1064","nycteris madagascariensis","Nycteris madagascariensis",FALSE,"3614040",FALSE,"","1","nycteris madagascariensis",0,0,0,0,0,0,"Africa","Nycteris_madagascariensis",NA,NA,NA
"1065","nycteris major","Nycteris major",FALSE,"3614043",FALSE,"","1","nycteris major",0,0,0,0,0,0,"Africa","Nycteris_major",NA,NA,NA
"1066","nycteris nana","Nycteris nana",FALSE,"3614045",FALSE,"","1","nycteris nana",0,0,0,0,0,0,"Africa","Nycteris_nana",NA,NA,NA
"1067","nycteris parisii","Nycteris parisii",FALSE,"3614046",FALSE,"","1","nycteris parisii",0,0,0,0,0,0,"Africa","Nycteris_parisii",NA,NA,NA
"1070","nycteris thebaica","Nycteris thebaica",FALSE,"342726",FALSE,"","1","nycteris thebaica",0,0,0,0,0,0,"Africa","Nycteris_thebaica",NA,NA,NA
"1079","nycteris tragata","Nycteris tragata",FALSE,"498178",FALSE,"","1","nycteris tragata",0,0,0,0,0,0,"Asia","Nycteris_tragata",NA,NA,NA
"1080","nycteris vinsoni","Nycteris vinsoni",FALSE,"3614039",FALSE,"","1","nycteris vinsoni",0,0,0,0,0,0,"Africa","Nycteris_vinsoni",NA,NA,NA
"1081","nycteris woodi","Nycteris woodi",FALSE,"3614044",FALSE,"","1","nycteris woodi",0,0,0,0,0,0,"Africa","Nycteris_woodi",NA,NA,NA
"1922","nycticeinops schlieffeni","Nycticeinops schlieffeni",FALSE,"598495",FALSE,"","1","nycticeinops schlieffeni",0,0,0,0,0,0,"Africa","Nycticeinops_schlieffeni",NA,NA,NA
"1924","nycticeius aenobarbus","Nycticeius aenobarbus",FALSE,"3613889",FALSE,"","1","nycticeius aenobarbus",0,0,0,0,0,0,"LA","Nycticeius_aenobarbus",NA,NA,NA
"1925","nycticeius cubanus","Nycticeius cubanus",FALSE,"3613888",FALSE,"","1","nycticeius cubanus",0,0,0,0,0,0,"LA","Nycticeius_cubanus",NA,NA,NA
"1926","nycticeius humeralis","Nycticeius humeralis",FALSE,"977396",FALSE,"","1","nycticeius humeralis",0,0,0,0,0,0,"NA","Nycticeius_humeralis",NA,NA,NA
"1558","nyctiellus lepidus","Nyctiellus lepidus",FALSE,"120203",FALSE,"","1","nyctiellus lepidus",0,0,0,0,0,0,"LA","Nyctiellus_lepidus",NA,NA,NA
"189","nyctimene aello","Nyctimene aello",FALSE,"798255",FALSE,"","1","nyctimene aello",0,0,0,0,0,0,"Oceania","Nyctimene_aello",NA,NA,NA
"190","nyctimene albiventer","Nyctimene albiventer",FALSE,"611443",FALSE,"","1","nyctimene albiventer",0,0,0,0,0,0,"Asia","Nyctimene_albiventer",NA,NA,NA
"193","nyctimene cephalotes","Nyctimene cephalotes",FALSE,"621143",FALSE,"","1","nyctimene cephalotes",0,0,0,0,0,0,"Asia","Nyctimene_cephalotes",NA,NA,NA
"196","nyctimene certans","Nyctimene certans",FALSE,"48412",FALSE,"","1","nyctimene certans",0,0,0,0,0,0,"Oceania","Nyctimene_certans",NA,NA,NA
"197","nyctimene cyclotis","Nyctimene cyclotis",FALSE,"3613464",FALSE,"","1","nyctimene cyclotis",0,0,0,0,0,0,"Asia","Nyctimene_cyclotis",NA,NA,NA
"198","nyctimene draconilla","Nyctimene draconilla",FALSE,"3613465",FALSE,"","1","nyctimene draconilla",0,0,0,0,0,0,"Asia","Nyctimene_draconilla",NA,NA,NA
"199","nyctimene keasti","Nyctimene keasti",FALSE,"3613459",FALSE,"","1","nyctimene keasti",0,0,0,0,0,0,"Asia","Nyctimene_keasti",NA,NA,NA
"203","nyctimene major","Nyctimene major",FALSE,"192010",FALSE,"","1","nyctimene major",0,0,0,0,0,0,"Oceania","Nyctimene_major",NA,NA,NA
"208","nyctimene malaitensis","Nyctimene malaitensis",FALSE,"3613462",FALSE,"","1","nyctimene malaitensis",0,0,0,0,0,0,"Oceania","Nyctimene_malaitensis",NA,NA,NA
"209","nyctimene masalai","Nyctimene masalai",FALSE,"3613458",FALSE,"","1","nyctimene masalai",0,0,0,0,0,0,"Oceania","Nyctimene_masalai",NA,NA,NA
"210","nyctimene minutus","Nyctimene minutus",FALSE,"3613461",FALSE,"","1","nyctimene minutus",0,0,0,0,0,0,"Asia","Nyctimene_minutus",NA,NA,NA
"213","nyctimene rabori","Nyctimene rabori",FALSE,"3613466",FALSE,"","1","nyctimene rabori",0,0,0,0,0,0,"Asia","Nyctimene_rabori",NA,NA,NA
"214","nyctimene robinsoni","Nyctimene robinsoni",FALSE,"687483",FALSE,"","1","nyctimene robinsoni",0,0,0,0,0,0,"Australia","Nyctimene_robinsoni",NA,NA,NA
"215","nyctimene sanctacrucis","Nyctimene sanctacrucis",FALSE,"3613460",FALSE,"","1","nyctimene sanctacrucis",0,0,0,0,0,0,"Oceania","Nyctimene_sanctacrucis",NA,NA,NA
"216","nyctimene vizcaccia","Nyctimene vizcaccia",FALSE,"48411",FALSE,"","1","nyctimene vizcaccia",0,0,0,0,0,0,"Oceania","Nyctimene_vizcaccia",NA,NA,NA
"1719","nyctinomops aurispinosus","Nyctinomops aurispinosus",FALSE,"705003",FALSE,"","1","nyctinomops aurispinosus",0,0,0,0,0,0,"LA","Nyctinomops_aurispinosus",NA,NA,NA
"1720","nyctinomops femorosaccus","Nyctinomops femorosaccus",FALSE,"171156",FALSE,"","1","nyctinomops femorosaccus",0,0,0,0,0,0,"NA","Nyctinomops_femorosaccus",NA,NA,NA
"1721","nyctinomops laticaudatus","Nyctinomops laticaudatus",FALSE,"301608",FALSE,"","1","nyctinomops laticaudatus",0,0,0,0,0,0,"LA","Nyctinomops_laticaudatus",NA,NA,NA
"1727","nyctinomops macrotis","Nyctinomops macrotis",FALSE,"267989",FALSE,"","1","nyctinomops macrotis",0,0,0,0,0,0,"LA","Nyctinomops_macrotis",NA,NA,NA
"2002","nyctophilus arnhemensis","Nyctophilus arnhemensis",FALSE,"1066077",FALSE,"","1","nyctophilus arnhemensis",0,0,0,0,0,0,"Australia","Nyctophilus_arnhemensis",NA,NA,NA
"2003","nyctophilus bifax","Nyctophilus bifax",FALSE,"3613743",FALSE,"","1","nyctophilus bifax",0,0,0,0,0,0,"Australia","Nyctophilus_bifax",NA,NA,NA
"2006","nyctophilus geoffroyi","Nyctophilus geoffroyi",FALSE,"687566",FALSE,"","1","nyctophilus geoffroyi",0,0,0,0,0,0,"Australia","Nyctophilus_geoffroyi",NA,NA,NA
"2010","nyctophilus gouldi","Nyctophilus gouldi",FALSE,"867402",FALSE,"","1","nyctophilus gouldi",0,0,0,0,0,0,"Australia","Nyctophilus_gouldi",NA,NA,NA
"2011","nyctophilus heran","Nyctophilus heran",FALSE,"3613744",FALSE,"","1","nyctophilus heran",0,0,0,0,0,0,"Asia","Nyctophilus_heran",NA,NA,NA
"2012","nyctophilus howensis","Nyctophilus howensis",FALSE,"3613748",FALSE,"","1","nyctophilus howensis",0,0,0,0,0,0,"Australia","Nyctophilus_howensis",NA,NA,NA
"2013","nyctophilus microdon","Nyctophilus microdon",FALSE,"3613742",FALSE,"","1","nyctophilus microdon",0,0,0,0,0,0,"Oceania","Nyctophilus_microdon",NA,NA,NA
"2014","nyctophilus microtis","Nyctophilus microtis",FALSE,"3613745",FALSE,"","1","nyctophilus microtis",0,0,0,0,0,0,"Oceania","Nyctophilus_microtis",NA,NA,NA
"2015","nyctophilus nebulosus","Nyctophilus nebulosus",FALSE,"3613746",FALSE,"","1","nyctophilus nebulosus",0,0,0,0,0,0,"Oceania","Nyctophilus_nebulosus",NA,NA,NA
"2016","nyctophilus timoriensis","Nyctophilus timoriensis",FALSE,"3613741",FALSE,"","1","nyctophilus timoriensis",0,0,0,0,0,0,"Asia","Nyctophilus_timoriensis",NA,NA,NA
"2020","nyctophilus walkeri","Nyctophilus walkeri",FALSE,"3613749",FALSE,"","1","nyctophilus walkeri",0,0,0,0,0,0,"Australia","Nyctophilus_walkeri",NA,NA,NA
"1729","otomops formosus","Otomops formosus",FALSE,"3613987",FALSE,"","1","otomops formosus",0,0,0,0,0,0,"Asia","Otomops_formosus",NA,NA,NA
"1730","otomops johnstonei","Otomops johnstonei",FALSE,"3613986",FALSE,"","1","otomops johnstonei",0,0,0,0,0,0,"Asia","Otomops_johnstonei",NA,NA,NA
"1731","otomops madagascariensis","Otomops madagascariensis",FALSE,"205258",FALSE,"","1","otomops madagascariensis",0,0,0,0,0,0,"Africa","Otomops_madagascariensis",NA,NA,NA
"1732","otomops martiensseni","Otomops martiensseni",FALSE,"171153",FALSE,"","1","otomops martiensseni",0,0,0,0,0,0,"Africa","Otomops_martiensseni",NA,NA,NA
"1735","otomops papuensis","Otomops papuensis",FALSE,"3613989",FALSE,"","1","otomops papuensis",0,0,0,0,0,0,"Oceania","Otomops_papuensis",NA,NA,NA
"1736","otomops secundus","Otomops secundus",FALSE,"3613988",FALSE,"","1","otomops secundus",0,0,0,0,0,0,"Oceania","Otomops_secundus",NA,NA,NA
